,rank,id,name,age,avg_time,min_players,max_players,mechanic,category,weight,year,geek,avg,num_rev
3827,4505.0,158973,Albion's Legacy,14,90,1,6,"['Cooperative Play', 'Dice Rolling', 'Modular Board', 'Tile Placement', 'Variable Player Powers']","['Adventure', 'Fantasy', 'Medieval', 'Novel-based']",3.2632,2015,5.686,6.98,252.0
3828,,180539,Nations: Dynasties,12,200,1,5,"['Card Drafting', 'Variable Player Powers']","['Card Game', 'Civilization', 'Economic', 'Expansion for Base-game']",3.6667,2015,6.535,8.29,745.0
3829,2293.0,207572,Holland '44: Operation Market-Garden,0,900,2,2,"['Dice Rolling', 'Hex-and-Counter']","['Wargame', 'World War II']",3.7917,2017,5.985,8.3,296.0
3830,,213099,T.I.M.E Stories: Lumen Fidei,12,0,2,4,"['Cooperative Play', 'Dice Rolling', 'Role Playing', 'Storytelling', 'Time Track', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Medieval', 'Puzzle', 'Science Fiction']",3.1875,2017,6.62,7.65,1370.0
3831,,204650,Alchemists: The King's Golem,14,0,2,4,"['Action Point Allowance System', 'Card Drafting', 'Hand Management', 'Memory', 'Worker Placement']","['Deduction', 'Expansion for Base-game', 'Fantasy']",4.6316,2016,6.519,8.45,708.0
3832,4422.0,218933,Warhammer Quest: Shadows Over Hammerhal,0,120,2,5,"['Dice Rolling', 'Grid Movement', 'Modular Board', 'Partnerships', 'Role Playing']","['Adventure', 'Dice', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']",2.0,2017,5.691,7.92,148.0
3833,4768.0,245444,Holding On: The Troubled Life of Billy Kerr,14,60,2,4,"['Cooperative Play', 'Set Collection', 'Storytelling', 'Worker Placement']","['Card Game', 'Medical', 'Memory', 'Murder/Mystery', 'Puzzle']",2.1429,2018,5.667999999999999,6.41,367.0
3834,,202100,Hero Realms: The Ruin of Thandar Campaign Deck,12,90,1,5,"['Cooperative Play', 'Deck / Pool Building']","['Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting']",2.4,2017,6.322,7.61,925.0
3835,,5163,Obsession,0,20,2,2,"['Dice Rolling', 'Pattern Building']",['Abstract Strategy'],2.0,1988,6.247000000000001,8.07,596.0
3836,1058.0,239464,Palm Island,10,15,1,2,"['Cooperative Play', 'Deck / Pool Building', 'Hand Management', 'Memory', 'Simultaneous Action Selection']","['Card Game', 'City Building']",1.7143,2018,6.425,7.52,1157.0
3837,,16133,Insider,12,45,2,4,[],[],0.0,1992,6.404,7.07,1705.0
3838,4795.0,245431,Jurassic Park: Danger! Adventure Strategy Game,10,50,2,5,"['Hand Management', 'Modular Board', 'Partnerships', 'Variable Player Powers']",['Movies / TV / Radio theme'],2.0,2018,5.667999999999999,6.58,295.0
3839,2708.0,214484,HEXplore It: The Valley of the Dead King,12,180,1,7,"['Cooperative Play', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Press Your Luck', 'Role Playing', 'Storytelling', 'Variable Player Powers']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Puzzle', 'Travel']",3.1,2017,5.896,7.9,334.0
3840,2800.0,163976,Exoplanets,12,60,2,4,"['Area Control / Area Influence', 'Card Drafting', 'Hand Management', 'Tile Placement']","['Science Fiction', 'Territory Building']",2.3714,2015,5.879,6.64,665.0
3841,7164.0,62291,Fatal Alliances: The Great War,12,1200,2,6,['Hex-and-Counter'],"['Wargame', 'World War I']",4.3,2016,5.581,8.1,63.0
3842,900.0,198740,Lovecraft Letter,10,15,2,6,"['Hand Management', 'Player Elimination']","['Card Game', 'Deduction', 'Fantasy', 'Horror']",1.3429,2017,6.515,7.27,1779.0
3843,2236.0,175695,Minerva,10,90,1,4,['Tile Placement'],['City Building'],2.75,2015,5.995,7.01,613.0
3844,3086.0,205477,Vengeance,14,120,1,4,"['Area Movement', 'Card Drafting', 'Dice Rolling', 'Modular Board', 'Set Collection', 'Storytelling', 'Variable Player Powers']","['Dice', 'Fighting', 'Mafia', 'Miniatures', 'Puzzle']",2.6429,2018,5.83,7.29,375.0
3845,4093.0,187679,The Horus Heresy: Betrayal at Calth,0,60,2,2,"['Dice Rolling', 'Variable Player Powers']","['Miniatures', 'Science Fiction', 'Wargame']",2.5455,2015,5.72,7.58,176.0
3846,,206094,Dead of Winter: Warring Colonies,12,120,4,11,"['Action Point Allowance System', 'Area Movement', 'Cooperative Play', 'Dice Rolling', 'Hand Management', 'Storytelling', 'Variable Player Powers', 'Voting']","['Bluffing', 'Expansion for Base-game', 'Horror', 'Zombies']",3.2,2017,5.816,7.22,347.0
3847,1979.0,206504,The Blood of an Englishman,10,30,2,2,"['Pattern Building', 'Variable Player Powers']","['Abstract Strategy', 'Card Game', 'Novel-based']",1.6667,2016,6.061,6.76,1053.0
3848,3407.0,245928,Pax Emancipation,14,120,1,3,"['Card Drafting', 'Cooperative Play', 'Deck / Pool Building', 'Dice Rolling']",['Age of Reason'],4.3929,2018,5.79,7.88,172.0
3849,15635.0,211534,Bears vs Babies,7,20,2,5,"['Hand Management', 'Player Elimination', 'Set Collection', 'Take That']","['Animals', 'Card Game', 'Comic Book / Strip', 'Humor']",1.2857,2017,5.476,5.58,1994.0
3850,1671.0,196526,Coffee Roaster,12,30,1,1,"['Deck / Pool Building', 'Press Your Luck']","['Deduction', 'Industry / Manufacturing']",2.1053,2015,6.159,7.83,492.0
3851,2649.0,159059,The King's Abbey,12,180,1,5,"['Dice Rolling', 'Worker Placement']",['Medieval'],3.2222,2016,5.9079999999999995,7.04,530.0
3852,5571.0,264196,Dungeons & Dragons: Waterdeep – Dungeon of the Mad Mage,14,60,1,5,"['Cooperative Play', 'Grid Movement', 'Modular Board', 'Role Playing', 'Variable Player Powers']","['Adventure', 'Exploration', 'Fantasy', 'Miniatures']",3.0,2019,5.631,8.38,93.0
3853,3362.0,216381,Hand of Fate: Ordeals,14,120,1,4,"['Cooperative Play', 'Deck / Pool Building']","['Adventure', 'Card Game', 'Fantasy', 'Video Game Theme']",3.0,2018,5.795,7.6,274.0
3854,,186069,7 Wonders Duel: The Messe Essen Promo Card,10,30,2,2,"['Card Drafting', 'Set Collection']","['Ancient', 'Card Game', 'City Building', 'Civilization', 'Expansion for Base-game']",2.2308,2015,6.341,7.36,1081.0
3855,,174801,Blood Rage: Gods of Ásgard,13,90,2,4,"['Area Control / Area Influence', 'Campaign / Battle Card Driven']","['Card Game', 'Expansion for Base-game', 'Mythology', 'Wargame']",2.5238,2015,6.6770000000000005,7.69,1555.0
3856,,204814,Orléans: Trade & Intrigue,12,90,2,5,"['Deck / Pool Building', 'Pick-up and Deliver', 'Point to Point Movement', 'Worker Placement']","['Expansion for Base-game', 'Medieval', 'Religious', 'Travel']",3.3913,2016,7.069,8.51,1374.0
3857,6036.0,187777,Endure the Stars,13,180,1,6,"['Action Point Allowance System', 'Cooperative Play', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']","['Miniatures', 'Science Fiction']",2.2857,2017,5.614,6.73,208.0
3858,2261.0,175360,W1815,14,20,2,2,"['Dice Rolling', 'Simulation', 'Variable Player Powers']","['Napoleonic', 'Wargame']",1.4773,2015,5.989,7.53,417.0
3859,6185.0,164448,Ninja All-Stars,13,90,2,4,"['Dice Rolling', 'Grid Movement']","['Adventure', 'Collectible Components', 'Fantasy', 'Fighting', 'Humor', 'Miniatures', 'Sports', 'Video Game Theme']",2.6667,2015,5.608,6.36,260.0
3860,,133731,Brasil,12,120,2,4,"['Modular Board', 'Press Your Luck', 'Variable Player Powers', 'Worker Placement']","['City Building', 'Civilization', 'Economic', 'Exploration']",4.0,2019,,7.25,12.0
3861,2277.0,139245,Dilluvia Project,12,120,2,4,"['Tile Placement', 'Worker Placement']","['City Building', 'Science Fiction', 'Territory Building']",3.6944,2015,5.985,7.32,455.0
3862,1614.0,184824,Gaslands,11,90,2,8,['Dice Rolling'],"['Book', 'Miniatures', 'Racing', 'Science Fiction', 'Wargame']",2.8,2017,6.184,8.34,469.0
3863,3703.0,86177,Genesis: Empires and Kingdoms of the Ancient Middle East,12,600,1,5,"['Campaign / Battle Card Driven', 'Point to Point Movement', 'Simulation']","['Ancient', 'Civilization', 'Wargame']",3.0,2015,5.756,7.2,225.0
3864,4260.0,228051,"Warhammer 40,000: Heroes of Black Reach",14,120,2,2,"['Action / Movement Programming', 'Variable Player Powers']","['Science Fiction', 'Wargame']",3.1538,2018,5.707999999999999,8.58,149.0
3865,1410.0,187680,Quests of Valeria,14,45,1,5,"['Card Drafting', 'Hand Management', 'Set Collection']","['Card Game', 'Fantasy']",1.9474,2017,6.261,7.04,1269.0
3866,1179.0,232988,The Castles of Burgundy: The Dice Game,10,30,1,5,"['Dice Rolling', 'Paper-and-Pencil']","['City Building', 'Dice', 'Economic', 'Medieval', 'Territory Building']",1.8065,2017,6.369,6.98,1834.0
3867,3247.0,235512,Loot Island,10,60,2,5,"['Hand Management', 'Set Collection']",['Card Game'],2.3333,2017,5.807,6.6,498.0
3868,5273.0,192296,The Pirate Republic,14,90,1,5,"['Action / Movement Programming', 'Area Movement', 'Card Drafting', 'Cooperative Play', 'Deck / Pool Building', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Partnerships', 'Simultaneous Action Selection', 'Variable Player Powers', 'Voting']","['Adventure', 'Nautical', 'Pirates']",3.0,2018,5.647,7.56,136.0
3869,,122310,Monarch,0,0,2,0,['Set Collection'],"['Animals', 'Card Game', 'Educational']",0.0,0,5.832999999999999,6.84,474.0
3870,2636.0,246201,Lincoln,14,120,2,2,"['Area Control / Area Influence', 'Hand Management', 'Point to Point Movement']","['American Civil War', 'Wargame']",2.75,2018,5.91,7.33,373.0
3871,2254.0,174614,Apotheca,13,30,1,4,"['Action Point Allowance System', 'Grid Movement', 'Partnerships', 'Variable Player Powers']","['Abstract Strategy', 'Bluffing', 'Deduction', 'Puzzle']",1.9565,2016,5.99,6.84,873.0
3872,2107.0,162559,Smash Up: Munchkin,12,45,2,4,"['Area Control / Area Influence', 'Hand Management', 'Take That', 'Variable Player Powers']","['Card Game', 'Fantasy', 'Humor']",2.1364,2015,6.026,6.69,1136.0
3873,3072.0,178550,Spheres of Influence: Struggle for Global Supremacy,14,90,2,8,"['Action Point Allowance System', 'Area Control / Area Influence', 'Dice Rolling', 'Point to Point Movement', 'Variable Phase Order']","['Modern Warfare', 'Negotiation', 'Territory Building', 'Wargame']",2.3043,2016,5.832000000000001,7.88,284.0
3874,2877.0,193953,Mistfall: Heart of the Mists,14,120,1,4,"['Cooperative Play', 'Deck / Pool Building', 'Hand Management', 'Modular Board', 'Variable Player Powers']","['Adventure', 'Card Game', 'Fantasy']",4.0,2016,5.8660000000000005,7.56,307.0
3875,9386.0,192349,Risky Adventure,8,45,2,4,"['Dice Rolling', 'Press Your Luck', 'Set Collection']","['Adventure', 'Dice']",1.75,2016,5.545,5.77,222.0
3876,,210674,Mansions of Madness: Second Edition – Beyond the Threshold: Expansion,14,180,1,5,"['Area Movement', 'Cooperative Play', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Partnerships', 'Pick-up and Deliver', 'Role Playing', 'Variable Player Powers']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Horror', 'Miniatures', 'Murder/Mystery', 'Puzzle']",2.375,2017,6.965,8.37,1451.0
3877,3515.0,191982,Knit Wit,8,15,2,8,"['Area Enclosure', 'Paper-and-Pencil']",['Word Game'],1.75,2016,5.775,6.2,861.0
3878,3535.0,67601,D-Day at Peleliu,12,300,1,2,"['Hex-and-Counter', 'Simulation']","['Wargame', 'World War II']",4.0,2015,5.773,8.2,173.0
3879,,230244,Black Angel,12,120,1,4,['Dice Rolling'],['Science Fiction'],3.6667,2019,,8.09,17.0
3880,1466.0,256570,Crown of Emara,12,75,1,4,"['Action / Movement Programming', 'Hand Management', 'Modular Board', 'Pick-up and Deliver', 'Worker Placement']","['Economic', 'Medieval']",2.8333,2018,6.24,7.48,766.0
3881,,213360,Roll Player: Monsters & Minions,10,120,1,5,"['Dice Rolling', 'Set Collection']","['Dice', 'Expansion for Base-game', 'Fantasy']",2.6,2018,6.816,8.14,1294.0
3882,2059.0,192638,Multiuniversum,12,40,1,5,"['Card Drafting', 'Hand Management', 'Pick-up and Deliver', 'Point to Point Movement', 'Set Collection']","['Card Game', 'Science Fiction']",2.0,2016,6.037999999999999,6.72,1064.0
3883,,156089,Arcadia Quest: Beyond the Grave,14,60,2,4,"['Dice Rolling', 'Grid Movement', 'Modular Board', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Miniatures']",2.6667,2015,6.622000000000001,8.42,874.0
3884,1533.0,191963,Thunder & Lightning,13,40,2,2,"['Action Point Allowance System', 'Hand Management', 'Secret Unit Deployment']","['Bluffing', 'Card Game', 'Fantasy', 'Mythology']",1.8,2016,6.211,7.29,832.0
3885,4564.0,174260,Waste Knights,16,240,2,4,"['Card Drafting', 'Dice Rolling', 'Modular Board', 'Role Playing', 'Variable Player Powers']","['Adventure', 'Exploration', 'Science Fiction']",3.619,2015,5.682,6.84,234.0
3886,,172380,Camel Up: Supercup,6,45,2,10,"['Betting/Wagering', 'Dice Rolling', 'Roll / Spin and Move']","['Animals', 'Dice', 'Expansion for Base-game', 'Racing']",1.6792,2015,6.5729999999999995,7.36,1817.0
3887,,155065,Lifeform,10,60,2,4,"['Action Point Allowance System', 'Hand Management', 'Partnerships', 'Point to Point Movement', 'Secret Unit Deployment', 'Variable Player Powers']","['Bluffing', 'Fighting', 'Horror', 'Science Fiction']",2.0,2018,,8.65,18.0
3888,3798.0,178007,Apocalypse Chaos,13,60,1,4,"['Cooperative Play', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Variable Player Powers']",['Science Fiction'],3.0,2015,5.747000000000001,6.71,341.0
3889,1902.0,209001,Monster Lands,12,120,1,4,"['Card Drafting', 'Dice Rolling', 'Worker Placement']","['Adventure', 'Card Game', 'Dice', 'Fantasy', 'Fighting']",3.381,2018,6.081,7.46,636.0
3890,2758.0,256877,Hail Hydra,14,75,5,8,"['Hand Management', 'Hidden Traitor', 'Simultaneous Action Selection', 'Variable Player Powers']","['Comic Book / Strip', 'Deduction', 'Party Game', 'Spies/Secret Agents']",1.875,2018,5.8870000000000005,6.86,575.0
3891,1763.0,210290,Legendary: Buffy The Vampire Slayer,14,60,1,5,"['Card Drafting', 'Cooperative Play', 'Deck / Pool Building']","['Movies / TV / Radio theme', 'Science Fiction']",2.3333,2017,6.127999999999999,7.71,569.0
3892,,184895,Terra Mystica: Erweiterungsbogen,0,0,0,0,['Variable Player Powers'],['Expansion for Base-game'],3.7,2015,6.289,8.22,523.0
3893,,236930,Eldritch Horror: Masks of Nyarlathotep,14,240,1,8,"['Cooperative Play', 'Dice Rolling', 'Point to Point Movement', 'Role Playing', 'Storytelling', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Horror', 'Novel-based']",2.5,2018,6.013999999999999,7.84,400.0
3894,1277.0,224821,One Deck Dungeon: Forest of Shadows,14,45,1,2,"['Cooperative Play', 'Deck / Pool Building', 'Dice Rolling']","['Adventure', 'Card Game', 'Exploration', 'Medieval', 'Video Game Theme']",2.1818,2017,6.318,7.37,1064.0
3895,1885.0,171479,Commissioned,13,60,2,6,"['Area Movement', 'Cooperative Play', 'Deck / Pool Building', 'Set Collection', 'Variable Player Powers']","['Ancient', 'Educational', 'Religious']",2.7241,2016,6.085,7.43,578.0
3896,741.0,104020,Vanuatu,12,90,2,5,"['Auction/Bidding', 'Grid Movement', 'Modular Board', 'Tile Placement', 'Variable Phase Order', 'Worker Placement']","['Economic', 'Nautical']",3.3316,2011,6.275,7.57,774.0
3897,637.0,254640,Just One,8,20,3,7,['Cooperative Play'],"['Party Game', 'Word Game']",1.1562,2018,6.737,7.58,1870.0
3898,2221.0,144734,Arcane Academy,12,45,2,4,"['Card Drafting', 'Tile Placement']","['Comic Book / Strip', 'Fantasy']",2.2857,2016,5.997000000000001,6.87,794.0
3899,1465.0,244114,Yellow & Yangtze,14,90,2,4,"['Area Control / Area Influence', 'Hand Management', 'Set Collection', 'Tile Placement']","['Ancient', 'Civilization', 'Territory Building']",3.0,2018,6.242000000000001,8.07,526.0
3900,,193065,Spirit Island: Branch & Claw,13,120,1,4,"['Card Drafting', 'Cooperative Play', 'Hand Management', 'Modular Board', 'Simultaneous Action Selection', 'Variable Player Powers']","['Age of Reason', 'Environmental', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Mythology']",4.0312,2017,6.941,8.81,1029.0
3901,2868.0,181494,CVlizations,10,60,2,5,"['Action / Movement Programming', 'Hand Management', 'Set Collection']","['Card Game', 'Civilization', 'Humor']",1.9286,2015,5.867000000000001,6.42,842.0
3902,2393.0,231819,Sonar,8,30,2,4,"['Line Drawing', 'Partnerships', 'Secret Unit Deployment']","['Deduction', 'Fighting', 'Nautical']",1.8667,2017,5.96,6.89,640.0
3903,1581.0,235375,Spirits of the Forest,14,20,1,4,"['Card Drafting', 'Set Collection']",['Abstract Strategy'],1.3514,2018,6.195,7.08,1156.0
3904,1606.0,202977,Cytosis: A Cell Biology Board Game,10,90,2,5,"['Set Collection', 'Worker Placement']","['Economic', 'Educational', 'Fantasy', 'Industry / Manufacturing', 'Medical']",2.5143,2017,6.187,7.18,994.0
3905,2804.0,147887,Allegiance: A Realm Divided,10,60,2,4,"['Action Point Allowance System', 'Hand Management', 'Variable Player Powers']",['Fantasy'],2.95,2015,5.877999999999999,8.05,279.0
3906,,181158,Colt Express: Horses & Stagecoach,10,60,2,6,"['Action / Movement Programming', 'Card Drafting', 'Hand Management', 'Memory', 'Modular Board', 'Take That', 'Variable Player Powers']","['American West', 'Expansion for Base-game', 'Fighting', 'Trains']",2.1163,2015,6.591,7.48,1650.0
3907,4858.0,194081,Deathwatch: Overkill,0,60,2,2,"['Dice Rolling', 'Modular Board', 'Variable Player Powers']","['Science Fiction', 'Wargame']",2.6,2016,5.665,7.14,177.0
3908,3009.0,244330,Scarabya,8,20,1,4,"['Area Enclosure', 'Tile Placement']",['Puzzle'],1.4286,2018,5.841,6.68,517.0
3909,1678.0,208773,Quartermaster General: 1914,12,120,2,5,"['Area Control / Area Influence', 'Campaign / Battle Card Driven', 'Card Drafting', 'Deck / Pool Building', 'Hand Management', 'Partnerships']","['Wargame', 'World War I']",2.6429,2016,6.1579999999999995,7.68,559.0
3910,2479.0,190400,Aventuria: Adventure Card Game,14,180,1,4,"['Cooperative Play', 'Deck / Pool Building', 'Dice Rolling', 'Hand Management', 'Role Playing', 'Variable Player Powers']","['Adventure', 'Card Game', 'Fantasy', 'Fighting']",2.25,2016,5.938,7.61,397.0
3911,1925.0,189067,Cavern Tavern,13,120,1,6,"['Dice Rolling', 'Set Collection', 'Take That', 'Worker Placement']","['Dice', 'Fantasy']",2.4828,2016,6.0729999999999995,7.01,866.0
3912,2021.0,179182,Dojo Kun,13,90,1,4,"['Betting/Wagering', 'Dice Rolling', 'Worker Placement']","['Dice', 'Fighting']",2.6957,2015,6.047999999999999,7.09,720.0
3913,2517.0,131449,Captains of Industry,13,150,3,5,"['Area Control / Area Influence', 'Commodity Speculation']","['Economic', 'Industry / Manufacturing']",3.7778,2015,5.93,7.14,466.0
3914,,171007,Suburbia 5★,8,90,1,5,"['Card Drafting', 'Tile Placement']","['City Building', 'Economic', 'Expansion for Base-game']",2.8667,2015,5.942,6.98,555.0
3915,3757.0,204675,The Arrival,12,90,2,4,"['Action Point Allowance System', 'Area Control / Area Influence', 'Hand Management', 'Point to Point Movement', 'Simultaneous Action Selection']","['Ancient', 'Civilization', 'Mythology', 'Territory Building']",2.625,2016,5.751,6.74,332.0
3916,16245.0,76319,Unusual Suspects,8,10,2,4,"['Dice Rolling', 'Hand Management']",['Deduction'],1.0,2009,6.097,6.49,1939.0
3917,,24833,Pandemonium,12,75,2,4,['Area Movement'],"['Exploration', 'Medieval', 'Print & Play']",0.0,2003,5.7,7.77,287.0
3918,,168800,Legendary: Villains – A Marvel Deck Building Game: Fear Itself,8,45,1,5,"['Cooperative Play', 'Deck / Pool Building']","['Card Game', 'Comic Book / Strip', 'Expansion for Base-game']",2.88,2015,6.156000000000001,7.46,702.0
3919,2883.0,201186,Summit: The Board Game,14,180,1,6,"['Area Control / Area Influence', 'Cooperative Play', 'Dice Rolling', 'Grid Movement', 'Player Elimination', 'Point to Point Movement', 'Press Your Luck', 'Route/Network Building', 'Take That', 'Tile Placement', 'Variable Phase Order', 'Variable Player Powers']","['Adventure', 'Environmental', 'Exploration', 'Racing']",2.3846,2017,5.8660000000000005,7.35,427.0
3920,,176173,Evolution: Flight,12,60,2,6,"['Hand Management', 'Secret Unit Deployment', 'Simultaneous Action Selection']","['Animals', 'Card Game', 'Expansion for Base-game', 'Prehistoric']",2.6,2015,6.38,7.43,1122.0
3921,13911.0,157979,Tau Ceti: Planetary Crisis,14,120,1,5,"['Action Point Allowance System', 'Area Control / Area Influence', 'Deck / Pool Building', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Pick-up and Deliver', 'Tile Placement', 'Trading', 'Variable Player Powers']","['Adventure', 'Dice', 'Economic', 'Environmental', 'Fighting', 'Miniatures', 'Science Fiction', 'Space Exploration', 'Transportation']",3.2857,2017,5.501,5.86,94.0
3922,2887.0,194230,Attack on Titan: Deck-Building Game,15,90,1,5,"['Cooperative Play', 'Deck / Pool Building']","['Card Game', 'Fantasy', 'Movies / TV / Radio theme']",2.0833,2016,5.865,7.01,477.0
3923,870.0,223750,Hardback,10,90,1,5,"['Cooperative Play', 'Deck / Pool Building', 'Press Your Luck']","['Card Game', 'Word Game']",2.125,2018,6.539,7.44,1464.0
3924,842.0,230253,Star Realms: Frontiers,12,45,1,4,"['Card Drafting', 'Cooperative Play', 'Deck / Pool Building', 'Player Elimination', 'Take That']","['Card Game', 'Fighting', 'Science Fiction']",2.0588,2018,6.565,8.14,931.0
3925,7861.0,218395,Sine Tempore,14,60,1,4,"['Cooperative Play', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing', 'Time Track']","['Adventure', 'Dice', 'Exploration', 'Fantasy', 'Miniatures', 'Science Fiction']",3.0,2018,5.566,9.27,95.0
3926,1405.0,195503,City of Iron: Second Edition,13,120,2,4,"['Area Control / Area Influence', 'Deck / Pool Building', 'Hand Management']","['Card Game', 'City Building', 'Civilization', 'Economic', 'Fantasy']",3.0952,2016,6.263,7.37,882.0
3927,2025.0,255507,Orbis,10,45,2,4,"['Card Drafting', 'Tile Placement']","['Civilization', 'Mythology', 'Territory Building']",2.12,2018,6.047000000000001,6.78,973.0
3928,2328.0,223779,Pocket Mars,10,30,1,4,"['Area Control / Area Influence', 'Hand Management']","['Card Game', 'Science Fiction', 'Space Exploration']",2.4048,2017,5.974,6.6,1048.0
3929,,219650,Arydia: The Paths We Dare Tread,14,120,2,4,"['Cooperative Play', 'Dice Rolling', 'Modular Board', 'Role Playing']","['Adventure', 'Dice', 'Exploration', 'Fantasy']",0.0,2019,,7.2,5.0
3930,1715.0,218920,Valletta,10,80,2,4,"['Deck / Pool Building', 'Hand Management', 'Modular Board', 'Take That']","['City Building', 'Renaissance']",2.35,2017,6.143,7.04,888.0
3931,3562.0,166776,Skull Tales,14,180,1,4,"['Action Point Allowance System', 'Cooperative Play', 'Dice Rolling', 'Modular Board', 'Role Playing', 'Simultaneous Action Selection']","['Fantasy', 'Fighting', 'Miniatures', 'Nautical', 'Pirates']",3.2727,2015,5.77,7.93,236.0
3932,937.0,249381,The Estates,10,60,2,5,"['Area Control / Area Influence', 'Auction/Bidding']","['City Building', 'Economic']",2.2857,2018,6.494,7.55,1168.0
3933,2077.0,223278,The Palace of Mad King Ludwig,13,75,2,4,['Tile Placement'],['Post-Napoleonic'],2.8182,2017,6.0329999999999995,6.94,768.0
3934,3530.0,195242,Tanks: Panther vs Sherman,0,60,2,0,"['Action Point Allowance System', 'Dice Rolling', 'Variable Player Powers']","['Collectible Components', 'Miniatures', 'Wargame', 'World War II']",1.7857,2016,5.773,7.41,282.0
3935,3570.0,156175,Championship Formula Racing,13,45,1,12,"['Action / Movement Programming', 'Action Point Allowance System', 'Variable Player Powers']","['Racing', 'Sports']",2.5455,2017,5.77,7.69,193.0
3936,,174506,Blood Rage: 5th Player Expansion,13,90,5,5,"['Area Control / Area Influence', 'Card Drafting']","['Expansion for Base-game', 'Fantasy', 'Miniatures', 'Mythology', 'Wargame']",2.5926,2015,6.9910000000000005,8.12,1770.0
3937,948.0,253284,Ticket to Ride: New York,8,15,2,4,"['Card Drafting', 'Hand Management', 'Route/Network Building', 'Set Collection']",['Trains'],1.28,2018,6.489,7.11,2059.0
3938,9387.0,573,Grand Prix,8,60,3,6,[],"['Abstract Strategy', 'Racing']",1.3636,1975,5.815,7.2,291.0
3939,,43006,Delve,8,20,2,4,[],"['Card Game', 'Dice', 'Fantasy']",1.0,2009,5.8020000000000005,6.67,492.0
3940,,183308,1844/1854,12,300,3,7,"['Auction/Bidding', 'Route/Network Building', 'Stock Holding', 'Tile Placement']","['Economic', 'Trains']",4.3043,2016,5.95,8.17,262.0
3941,,238391,Robinson Crusoe: Adventures on the Cursed Island – Mystery Tales,14,120,1,4,[],"['Adventure', 'Expansion for Base-game', 'Horror']",3.5,2019,5.656000000000001,8.82,73.0
3942,10175.0,221805,Breaking Bad: The Board Game,18,120,3,8,"['Action Point Allowance System', 'Player Elimination', 'Take That', 'Variable Player Powers']","['Card Game', 'Movies / TV / Radio theme']",2.5,2017,5.5360000000000005,6.69,125.0
3943,,20301,Planetarium,0,20,2,2,['Dice Rolling'],"['Abstract Strategy', 'Educational']",0.0,1998,6.12,7.11,849.0
3944,1242.0,208895,New York Slice,8,30,2,6,"['Area Control / Area Influence', 'Set Collection']",['Party Game'],1.4571,2017,6.332000000000001,6.82,2223.0
3945,4800.0,170223,Centauri Saga,12,90,1,4,"['Area Movement', 'Cooperative Play', 'Dice Rolling', 'Hand Management', 'Modular Board']","['Adventure', 'Science Fiction', 'Space Exploration']",3.0,2016,5.667000000000001,6.64,246.0
3946,2460.0,186721,Healthy Heart Hospital,13,90,1,5,"['Action Point Allowance System', 'Cooperative Play', 'Press Your Luck', 'Variable Player Powers']","['Economic', 'Medical']",2.9091,2015,5.943,7.27,441.0
3947,3618.0,163172,Waterloo 1815: Fallen Eagles,14,720,1,3,['Hex-and-Counter'],"['Napoleonic', 'Wargame']",2.9167,2015,5.766,8.37,159.0
3948,7677.0,249746,Nanty Narking,14,60,2,4,"['Area Control / Area Influence', 'Dice Rolling', 'Hand Management', 'Take That', 'Variable Player Powers']",['City Building'],2.0,2019,5.57,7.92,42.0
3949,3405.0,197439,The Fog of War,10,120,2,2,['Hand Management'],"['Bluffing', 'World War II']",3.0909,2016,5.787999999999999,7.41,239.0
3950,,248591,Dinosaur Island: Totally Liquid,8,120,1,5,"['Action Point Allowance System', 'Dice Rolling', 'Set Collection', 'Tile Placement', 'Worker Placement']","['Economic', 'Expansion for Base-game', 'Science Fiction']",3.3077,2018,6.457999999999999,8.16,804.0
3951,,255984,Sleeping Gods,13,840,1,4,"['Cooperative Play', 'Hand Management', 'Press Your Luck', 'Storytelling']","['Adventure', 'Exploration', 'Nautical']",0.0,2019,,8.63,3.0
3952,1218.0,4396,Odin's Ravens,10,30,2,2,['Hand Management'],"['Animals', 'Card Game', 'Mythology', 'Racing']",1.6771,2002,6.41,7.1,1754.0
3953,4868.0,223518,Scott Pilgrim's Precious Little Card Game,13,60,1,4,"['Deck / Pool Building', 'Variable Player Powers']",['Comic Book / Strip'],2.6,2017,5.664,6.53,277.0
