,rank,game_id,names,min_players,max_players,avg_time,min_time,max_time,geek_rating,age,mechanic,category,weight,mech_acting,mech_action__movement_programming,mech_action_point_allowance_system,mech_area_control__area_influence,mech_area_enclosure,mech_area_movement,mech_area-impulse,mech_auctionbidding,mech_bettingwagering,mech_campaign__battle_card_driven,mech_card_drafting,mech_chit-pull_system,mech_co-operative_play,mech_commodity_speculation,mech_crayon_rail_system,mech_deck__pool_building,mech_dice_rolling,mech_grid_movement,mech_hand_management,mech_hex-and-counter,mech_line_drawing,mech_memory,mech_modular_board,mech_paper-and-pencil,mech_partnerships,mech_pattern_building,mech_pattern_recognition,mech_pick-up_and_deliver,mech_player_elimination,mech_point_to_point_movement,mech_press_your_luck,mech_rock-paper-scissors,mech_role_playing,mech_roll__spin_and_move,mech_routenetwork_building,mech_secret_unit_deployment,mech_set_collection,mech_simulation,mech_simultaneous_action_selection,mech_singing,mech_stock_holding,mech_storytelling,mech_take_that,mech_tile_placement,mech_time_track,mech_trading,mech_trick-taking,mech_variable_phase_order,mech_variable_player_powers,mech_voting,mech_worker_placement,mech_none,cat_abstract_strategy,cat_action__dexterity,cat_adventure,cat_age_of_reason,cat_american_civil_war,cat_american_indian_wars,cat_american_revolutionary_war,cat_american_west,cat_ancient,cat_animals,cat_arabian,cat_aviation__flight,cat_bluffing,cat_book,cat_card_game,cat_children's_game,cat_city_building,cat_civil_war,cat_civilization,cat_collectible_components,cat_comic_book__strip,cat_deduction,cat_dice,cat_economic,cat_educational,cat_electronic,cat_environmental,cat_expansion_for_base-game,cat_exploration,cat_fantasy,cat_farming,cat_fighting,cat_game_system,cat_horror,cat_humor,cat_industry__manufacturing,cat_korean_war,cat_mafia,cat_math,cat_mature__adult,cat_maze,cat_medical,cat_medieval,cat_memory,cat_miniatures,cat_modern_warfare,cat_movies__tv__radio_theme,cat_murdermystery,cat_music,cat_mythology,cat_napoleonic,cat_nautical,cat_negotiation,cat_novel-based,cat_number,cat_party_game,cat_pike_and_shot,cat_pirates,cat_political,cat_post-napoleonic,cat_prehistoric,cat_print_&_play,cat_puzzle,cat_racing,cat_real-time,cat_religious,cat_renaissance,cat_science_fiction,cat_space_exploration,cat_spiessecret_agents,cat_sports,cat_territory_building,cat_trains,cat_transportation,cat_travel,cat_trivia,cat_video_game_theme,cat_vietnam_war,cat_wargame,cat_word_game,cat_world_war_i,cat_world_war_ii,cat_zombies,cat_none
2760,2761,85204,Kings of War,2,0,60,60,60,5.8524400000000005,0,"['Dice Rolling', 'Variable Player Powers']","['Book', 'Fantasy', 'Miniatures', 'Wargame']",2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2761,2762,5445,Rod Hockey,2,4,20,20,20,5.85237,0,['Simulation'],"['Action / Dexterity', 'Sports']",1.4333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2762,2763,870,Empires of the Ancient World,3,5,180,120,180,5.85234,12,"['Area Control / Area Influence', 'Campaign / Battle Card Driven', 'Rock-Paper-Scissors', 'Trading']",['Ancient'],2.9759,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2763,2764,169649,Sapiens,2,4,45,45,45,5.852,10,['Tile Placement'],['Prehistoric'],2.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2764,2765,142889,Enemy Coast Ahead: The Dambuster Raid,1,3,360,0,360,5.85194,0,"['Co-operative Play', 'Dice Rolling', 'Simulation']","['Aviation / Flight', 'Wargame', 'World War II']",3.0714,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2765,2766,39232,Nemo's War,1,1,45,45,45,5.8517,0,"['Campaign / Battle Card Driven', 'Point to Point Movement', 'Secret Unit Deployment', 'Time Track']","['Nautical', 'Novel-based', 'Science Fiction', 'Wargame']",2.0263,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2766,2767,6930,Sweden Fights On,2,2,240,240,240,5.85162,12,['Hex-and-Counter'],"['Pike and Shot', 'Wargame']",3.5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2767,2768,41239,Mamma Mia! Plus,2,6,60,60,60,5.8510800000000005,10,"['Hand Management', 'Memory']",['Card Game'],1.4286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2768,2769,8521,Whistling Death,1,4,240,240,240,5.851,14,"['Dice Rolling', 'Simulation']","['Aviation / Flight', 'Wargame', 'World War II']",4.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2769,2770,104377,TSCHAK!,2,4,40,40,40,5.8509199999999995,13,"['Auction/Bidding', 'Hand Management', 'Memory', 'Simultaneous Action Selection']","['Card Game', 'Fantasy']",1.5714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,2771,230408,Monopoly Gamer,2,4,45,45,45,5.85069,8,"['Roll / Spin and Move', 'Set Collection', 'Stock Holding', 'Take That', 'Variable Player Powers']","['Economic', 'Video Game Theme']",1.2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2771,2772,214293,Mountains of Madness,3,5,90,60,90,5.85056,12,"['Co-operative Play', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Role Playing']","['Horror', 'Novel-based', 'Real-time']",1.8333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2772,2773,13084,Volcano,1,6,30,30,30,5.8505199999999995,0,"['Grid Movement', 'Set Collection']",['Abstract Strategy'],2.3455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2773,2774,198287,Legends of Andor: The Last Hope,2,4,90,60,90,5.850280000000001,10,"['Area Movement', 'Co-operative Play', 'Dice Rolling', 'Variable Player Powers']","['Adventure', 'Fantasy', 'Puzzle']",3.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2774,2775,200726,Rocky Road à la Mode,2,4,30,20,30,5.8501199999999995,10,"['Card Drafting', 'Set Collection', 'Time Track']",['Card Game'],1.8333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2775,2776,59429,Dark Darker Darkest,2,5,120,120,120,5.8501,12,"['Action Point Allowance System', 'Area Movement', 'Co-operative Play', 'Dice Rolling', 'Modular Board', 'Time Track']","['Adventure', 'Exploration', 'Fighting', 'Horror', 'Miniatures', 'Zombies']",3.2462,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2776,2777,222509,Lords of Hellas,1,6,240,60,240,5.84996,13,"['Area Control / Area Influence', 'Area Movement', 'Card Drafting', 'Hand Management', 'Variable Player Powers', 'Worker Placement']","['Ancient', 'Civilization', 'Miniatures', 'Mythology', 'Science Fiction', 'Territory Building']",3.75,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2777,2778,144388,Elevenses,2,4,30,30,30,5.84985,10,['Hand Management'],"['Card Game', 'Print & Play']",1.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,2779,114912,Starship Merchants,2,4,90,90,90,5.84955,14,"['Commodity Speculation', 'Pick-up and Deliver']","['Science Fiction', 'Space Exploration', 'Transportation']",2.6889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2779,2780,43320,Tomb: Cryptmaster,2,6,120,120,120,5.84941,13,"['Dice Rolling', 'Memory', 'Modular Board', 'Secret Unit Deployment']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Medieval']",2.8788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780,2781,233955,Montana,2,4,45,45,45,5.84883,10,"['Auction/Bidding', 'Set Collection', 'Worker Placement']","['American West', 'City Building', 'Territory Building']",2.3333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2781,2782,208775,Qwixx Deluxe,2,8,20,20,0,5.84855,8,['Dice Rolling'],['Dice'],1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782,2783,248,Blood Royale,3,5,240,240,240,5.84846,12,"['Pick-up and Deliver', 'Set Collection']","['Medieval', 'Negotiation', 'Political', 'Territory Building']",3.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2783,2784,90041,Principato,2,4,90,45,90,5.84837,10,"['Card Drafting', 'Hand Management', 'Set Collection']","['City Building', 'Economic', 'Farming', 'Renaissance']",2.2969,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,2785,89,Blue vs. Gray,2,4,120,120,120,5.848319999999999,12,"['Dice Rolling', 'Hand Management']","['American Civil War', 'Card Game', 'Dice', 'Wargame']",2.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2785,2786,10431,Epic Armageddon,2,8,120,120,120,5.848269999999999,12,"['Dice Rolling', 'Modular Board', 'Variable Player Powers']","['Fantasy', 'Fighting', 'Miniatures', 'Science Fiction']",3.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,2787,159406,Portal: The Uncooperative Cake Acquisition Game,2,4,45,30,45,5.84802,15,"['Area Control / Area Influence', 'Modular Board']","['Puzzle', 'Science Fiction', 'Video Game Theme']",2.0769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2787,2788,34227,Blox,2,4,45,45,45,5.8474699999999995,10,['Hand Management'],['Abstract Strategy'],2.1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,2789,199493,Escape the Room: Secret of Dr. Gravely's Retreat,3,8,90,90,90,5.84692,13,"['Co-operative Play', 'Pattern Recognition', 'Storytelling']","['Deduction', 'Murder/Mystery', 'Party Game', 'Puzzle']",1.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,2790,142262,Draco Magi,2,2,30,30,30,5.84684,12,"['Area Control / Area Influence', 'Card Drafting', 'Deck / Pool Building', 'Hand Management']","['Card Game', 'Fantasy']",2.0909,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,2791,178550,Spheres of Influence: Struggle for Global Supremacy,2,8,90,90,90,5.84664,14,"['Action Point Allowance System', 'Area Control / Area Influence', 'Dice Rolling', 'Point to Point Movement', 'Variable Phase Order']","['Modern Warfare', 'Negotiation', 'Territory Building', 'Wargame']",2.35,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2791,2792,155496,Holdfast: Russia 1941-42,1,2,180,180,180,5.84663,10,"['Action Point Allowance System', 'Dice Rolling']","['Wargame', 'World War II']",2.0385,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2792,2793,99358,Stonewall Jackson's Way II,0,2,720,0,720,5.84644,0,"['Dice Rolling', 'Hex-and-Counter']","['American Civil War', 'Wargame']",3.7895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2793,2794,4001,Space Marine,2,3,120,120,120,5.846369999999999,12,"['Dice Rolling', 'Simultaneous Action Selection', 'Variable Player Powers']","['Miniatures', 'Science Fiction', 'Wargame']",3.1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2794,2795,25294,Take it to the Limit!,1,6,45,45,45,5.84601,10,['Tile Placement'],['Abstract Strategy'],2.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
